address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
Breaking & Entering,2014-05-21 00:00:00,20141410038,3124225,10106583.0,2014,78758,,,,,,,,,,,
2223 WATERLOO CITY LN,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.23087 -97.7334),23.04,2014-01-07 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,30.23087,(30.23087-97.7334),2223 WATERLOO CITY LN,-97.7334,Theft: BOV,2014-01-05 00:00:00,20145000584.0,3120354.0,10061338.0,2014.0,78741.0
2404 LAKE AUSTIN BLVD Austin TX 78703,16.02,2015-04-09 00:00:00,Not cleared,10.0,BURGLARY NON RESIDENCE,B,,,2404 LAKE AUSTIN BLVD,,Burglary,2015-03-15 00:00:00,2015740654.0,3104832.0,10074336.0,2015.0,78703.0
625 E STASSNEY LN Austin TX 78745,24.02,2015-03-11 00:00:00,Not cleared,3.0,THEFT,F,,,625 E STASSNEY LN,,Theft,2015-03-04 00:00:00,20158000733.0,3106503.0,10046087.0,2015.0,78745.0
1910 W BRAKER LN,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.391822 -97.706908),18.440000000000001,2014-07-28 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,E,30.391822,(30.391822-97.706908),1910 W BRAKER LN,-97.706908,Theft: BOV,2014-07-26 00:00:00,20145032894.0,3124643.0,10116191.0,2014.0,78758.0
7100 VIA DONO DR,,,,,,,,,,,,,,,,,
Austin TX 78749,,,,,,,,,,,,,,,,,
(30.21686 -97.885965),17.37,,,8.0,BURGLARY OF VEHICLE,D,30.21686,(30.21686-97.885965),7100 VIA DONO DR,-97.885965,Theft: BOV,2014-09-03 00:00:00,20148002459.0,3069591.0,10051170.0,2014.0,78749.0
2504 HUNTWICK DR Austin TX 78741,23.13,2015-09-02 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,,,2504 HUNTWICK DR,,Theft,2015-08-18 00:00:00,20155036389.0,3119485.0,10055306.0,2015.0,78741.0
4110 GUADALUPE ST,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.307497 -97.735119),2.03,2014-09-09 00:00:00,Not cleared,9.0,THEFT,B,30.307497,(30.307497-97.735119),4110 GUADALUPE ST,-97.735119,Theft: All Other Larceny,2014-09-08 00:00:00,20145039818.0,3116331.0,10085202.0,2014.0,78751.0
300 FERGUSON DR Austin TX 78753,18.23,2015-08-03 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,,,300 FERGUSON DR,,Theft,2015-07-26 00:00:00,20155032665.0,3131586.0,10110544.0,2015.0,78753.0
2309 CHASEWYCH DR Austin TX 78745,17.12,2015-04-17 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,D,,,2309 CHASEWYCH DR,,Theft,2015-04-16 00:00:00,20155016039.0,3095906.0,10052392.0,2015.0,78745.0
4100 VICTORY DR Austin TX 78704,20.04,2015-01-27 00:00:00,Not cleared,5.0,THEFT OF BICYCLE,D,,,4100 VICTORY DR,,Theft,2015-01-23 00:00:00,2015231572.0,3099436.0,10057994.0,2015.0,78704.0
2321 E 7TH ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.261264 -97.716009),9.02,2014-12-01 00:00:00,Cleared by Arrest,3.0,THEFT BY SHOPLIFTING,C,30.261264,(30.261264-97.716009),2321 E 7TH ST,-97.716009,Theft: Shoplifting,2014-10-25 00:00:00,20142981393.0,3122816.0,10068362.0,2014.0,78702.0
2300 W BEN WHITE BLVD SVRD WB Austin TX 78704,20.04,2015-06-03 00:00:00,Not cleared,5.0,THEFT,D,,,2300 W BEN WHITE BLVD SVRD WB,,Theft,2015-05-30 00:00:00,20155023227.0,3098607.0,10057647.0,2015.0,78704.0
1900 E 7TH ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.262465 -97.721818),9.01,2014-06-18 00:00:00,Cleared by Arrest,1.0,THEFT,C,30.262465,(30.262465-97.721818),1900 E 7TH ST,-97.721818,Theft: All Other Larceny,2014-05-07 00:00:00,20145020312.0,3120928.0,10068995.0,2014.0,78702.0
8601 RESEARCH BLVD NB,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.362294 -97.71706),18.05,2014-01-28 00:00:00,Not cleared,4.0,THEFT,E,30.362294,(30.362294-97.71706),8601 RESEARCH BLVD NB,-97.71706,Theft: All Other Larceny,2014-01-27 00:00:00,20145004011.0,3122063.0,10105311.0,2014.0,78758.0
11601 DOMAIN DR,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.402336 -97.724238),18.489999999999998,2014-01-17 00:00:00,Not cleared,7.0,THEFT,A,30.402336,(30.402336-97.724238),11601 DOMAIN DR,-97.724238,Theft: All Other Larceny,2014-01-16 00:00:00,20145002448.0,3119160.0,10119859.0,2014.0,78758.0
9036 N LAMAR BLVD Austin TX 78758,18.190000000000001,2015-10-26 00:00:00,Not cleared,4.0,THEFT,E,,,9036 N LAMAR BLVD,,Theft,2015-10-21 00:00:00,20152941156.0,3127384.0,10104616.0,2015.0,78758.0
700 MIDDLE LN Austin TX 78753,18.059999999999999,2015-01-13 00:00:00,Cleared by Arrest,4.0,AGG ASLT STRANGLE/SUFFOCATE,E,,,700 MIDDLE LN,,Agg Assault,2015-01-13 00:00:00,2015121491.0,3130294.0,10103582.0,2015.0,78753.0
6713 ROSEBOROUGH DR Austin TX 78747,24.26,2015-11-17 00:00:00,Cleared by Arrest,2.0,BURGLARY OF RESIDENCE,F,,,6713 ROSEBOROUGH DR,,Burglary,2015-11-01 00:00:00,20153051956.0,3116888.0,10030836.0,2015.0,78747.0
2525 W ANDERSON LN,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.357068 -97.733075),15.01,2014-03-19 00:00:00,Cleared by Arrest,7.0,THEFT BY SHOPLIFTING,B,30.357068,(30.357068-97.733075),2525 W ANDERSON LN,-97.733075,Theft: Shoplifting,2014-03-05 00:00:00,2014640846.0,3116494.0,10102601.0,2014.0,78757.0
1004 OLIVE ST Austin TX 78702,8.039999999999999,2015-06-18 00:00:00,Not cleared,1.0,THEFT,C,,,1004 OLIVE ST,,Theft,2015-04-23 00:00:00,20155017229.0,3118541.0,10071909.0,2015.0,78702.0
2900 SWISHER ST,,,,,,,,,,,,,,,,,
Austin TX 78705,,,,,,,,,,,,,,,,,
(30.288451 -97.725853),4.01,2014-06-16 00:00:00,Not cleared,9.0,DEADLY CONDUCT,B,30.288451,(30.288451-97.725853),2900 SWISHER ST,-97.725853,Aggravated Assault,2014-05-19 00:00:00,20141391191.0,3119426.0,10078317.0,2014.0,78705.0
1215 W SLAUGHTER LN Austin TX 78748,24.21,2015-10-26 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,F,,,1215 W SLAUGHTER LN,,Theft,2015-10-26 00:00:00,20152990367.0,3092521.0,10035703.0,2015.0,78748.0
2400 WICKERSHAM LN Austin TX 78741,23.14,2015-06-08 00:00:00,Cleared by Arrest,3.0,AGG ASSAULT FAM/DATE VIOLENCE,H,,,2400 WICKERSHAM LN,,Agg Assault,2015-06-07 00:00:00,20151581054.0,3120814.0,10056202.0,2015.0,78741.0
10000 N LAMAR BLVD Austin TX 78758,18.22,2015-09-19 00:00:00,Not cleared,4.0,AGG ROBBERY/DEADLY WEAPON,E,,,10000 N LAMAR BLVD,,Robbery,2015-06-29 00:00:00,20151800063.0,3128495.0,10107901.0,2015.0,78758.0
13016 LIPTON LOOP,,,,,,,,,,,,,,,,,
Austin TX 78617,,,,,,,,,,,,,,,,,
(30.171498 -97.617922),24.33,2014-06-18 00:00:00,Not cleared,2.0,ROBBERY BY THREAT,H,30.171498,(30.171498-97.617922),13016 LIPTON LOOP,-97.617922,Robbery,2014-04-27 00:00:00,20141170040.0,3154753.0,10036637.0,2014.0,78617.0
CHICON ST / JESSE E SEGOVIA ST Austin TX 78702,10,2015-04-28 00:00:00,Cleared by Arrest,3.0,AGG ASSAULT,C,,,CHICON ST / JESSE E SEGOVIA ST,,Agg Assault,2015-04-26 00:00:00,20151161429.0,3119294.0,10064604.0,2015.0,78702.0
1835 KRAMER LN,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.387506 -97.707839),18.21,2014-04-23 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,30.387506,(30.387506-97.707839),1835 KRAMER LN,-97.707839,Theft: BOV,2014-04-23 00:00:00,20141122024.0,3124185.0,10114194.0,2014.0,78758.0
7502 COLINA VISTA LOOP,,,,,,,,,,,,,,,,,
Austin TX 78750,,,,,,,,,,,,,,,,,
(30.393385 -97.82687),17.16,2014-10-22 00:00:00,Cleared by Exception,10.0,AGG ASLT STRANGLE/SUFFOCATE,A,30.393385,(30.393385-97.82687),7502 COLINA VISTA LOOP,-97.82687,Aggravated Assault,2014-10-21 00:00:00,20145046689.0,3086732.0,10115491.0,2014.0,78750.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-07-06 00:00:00,Cleared by Arrest,4.0,THEFT,I,,,1030 NORWOOD PARK BLVD,,Theft,2015-07-02 00:00:00,20151830253.0,3129997.0,10096983.0,2015.0,78753.0
2800 LYONS RD Austin TX 78702,8.01,2015-01-08 00:00:00,Not cleared,3.0,AGG ASLT STRANGLE/SUFFOCATE,C,,,2800 LYONS RD,,Agg Assault,2015-01-07 00:00:00,201570332.0,3125521.0,10069527.0,2015.0,78702.0
43 RAINEY ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.256227 -97.739741),11,2014-10-08 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,G,30.256227,(30.256227-97.739741),43 RAINEY ST,-97.739741,Theft: BOV,2014-09-27 00:00:00,20145042931.0,3115463.0,10066390.0,2014.0,78701.0
12900 N IH 35 SVRD SB Austin TX 78753,18.48,2015-09-27 00:00:00,Cleared by Arrest,7.0,THEFT BY SHOPLIFTING,E,,,12900 N IH 35 SVRD SB,,Theft,2015-09-19 00:00:00,20152621412.0,3134231.0,10124161.0,2015.0,78753.0
310 CONGRESS AVE Austin TX 78701,11,2015-07-15 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,G,,,310 CONGRESS AVE,,Theft,2015-07-05 00:00:00,20155029097.0,3113982.0,10069921.0,2015.0,78701.0
8224 RESEARCH BLVD NB,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.355467 -97.715483),18.18,2014-07-23 00:00:00,Cleared by Exception,7.0,AUTO THEFT,I,30.355467,(30.355467-97.715483),8224 RESEARCH BLVD NB,-97.715483,Auto Theft,2014-05-30 00:00:00,20141492141.0,3122271.0,10102691.0,2014.0,78758.0
7418 CAMERON RD Austin TX 78752,18.12,,,4.0,THEFT,I,,,7418 CAMERON RD,,Theft,2015-03-21 00:00:00,2015801561.0,3130312.0,10093656.0,2015.0,78752.0
1700 TIMBERWOOD DR Austin TX 78741,23.07,2015-05-01 00:00:00,Not cleared,3.0,THEFT,H,,,1700 TIMBERWOOD DR,,Theft,2015-04-19 00:00:00,20155016498.0,3114621.0,10055874.0,2015.0,78741.0
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.30723 -97.686715),21.07,2014-11-05 00:00:00,Cleared by Arrest,1.0,AGG RAPE OF A CHILD,I,30.30723,(30.30723-97.686715),,-97.686715,Rape,2014-08-30 00:00:00,20142421432.0,,,2014.0,78723.0
7890 LAKEWOOD DR,,,,,,,,,,,,,,,,,
Austin TX 78750,,,,,,,,,,,,,,,,,
(30.378144 -97.794888),17.16,2014-10-10 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,A,30.378144,(30.378144-97.794888),7890 LAKEWOOD DR,-97.794888,Theft: BOV,2014-10-06 00:00:00,20145044283.0,3097034.0,10110355.0,2014.0,78750.0
2900 NORFOLK DR,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.201477 -97.824297),17.29,2014-07-24 00:00:00,Not cleared,5.0,AUTO THEFT,F,30.201477,(30.201477-97.824297),2900 NORFOLK DR,-97.824297,Auto Theft,2014-05-13 00:00:00,20141330203.0,3089177.0,10046035.0,2014.0,78745.0
1202 S CONGRESS AVE Austin TX 78704,13.05,2015-09-25 00:00:00,Not cleared,9.0,THEFT,D,,,1202 S CONGRESS AVE,,Theft,2015-09-24 00:00:00,20155042281.0,3112468.0,10064922.0,2015.0,78704.0
9607 RESEARCH BLVD SVRD NB,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.388607 -97.743702),17.53,2014-06-05 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,30.388607,(30.388607-97.743702),9607 RESEARCH BLVD SVRD NB,-97.743702,Theft: BOV,2014-06-04 00:00:00,20145024942.0,3112956.0,10114736.0,2014.0,78759.0
MC KIE DR / CAMERON RD,,,,,,,,,,,,,,,,,
Austin TX 78752,18.11,2014-07-15 00:00:00,Not cleared,1.0,THEFT,I,,,MC KIE DR / CAMERON RD,,Theft: All Other Larceny,2014-07-14 00:00:00,20145030983.0,3130323.0,10093311.0,2014.0,78752.0
 Austin TX 78741,23.18,2015-12-18 00:00:00,Not cleared,3.0,RAPE OF A CHILD,H,,,,,Rape,2015-11-09 00:00:00,20153131667.0,,,2015.0,78741.0
13401 METRIC BLVD Austin TX 78727,18.48,2015-05-04 00:00:00,Not cleared,7.0,THEFT,E,,,13401 METRIC BLVD,,Theft,2015-04-07 00:00:00,20155014549.0,3132679.0,10127745.0,2015.0,78727.0
7411 CARVER AVE Austin TX 78752,18.12,2015-05-04 00:00:00,Not cleared,4.0,THEFT FROM AUTO,I,,,7411 CARVER AVE,,Theft,2015-05-01 00:00:00,20155018481.0,3128136.0,10094901.0,2015.0,78752.0
1601 E ST ELMO RD Austin TX 78744,24.11,2015-06-02 00:00:00,Not cleared,2.0,THEFT,F,,,1601 E ST ELMO RD,,Theft,2015-06-01 00:00:00,20155023367.0,3111666.0,10050395.0,2015.0,78744.0
2001 S IH 35 SVRD NB,,,,,,,,,,,,,,,,,
Austin TX 78741,14.03,2014-03-13 00:00:00,Not cleared,9.0,BURGLARY NON RESIDENCE,H,,,2001 S IH 35 SVRD NB,,Burglary / ,,,,,,
Breaking & Entering,2014-03-01 00:00:00,2014601056,3116132,10059064.0,2014,78741,,,,,,,,,,,
6607 S IH 35 SVRD NB Austin TX 78744,24.27,2015-03-22 00:00:00,Cleared by Arrest,2.0,THEFT BY SHOPLIFTING,F,,,6607 S IH 35 SVRD NB,,Theft,2015-03-19 00:00:00,2015780921.0,3106737.0,10041724.0,2015.0,78744.0
4601 E STASSNEY LN,,,,,,,,,,,,,,,,,
Austin TX 78744,,,,,,,,,,,,,,,,,
(30.193871 -97.745363),24.12,2014-06-05 00:00:00,Cleared by Arrest,2.0,BURGLARY OF VEHICLE,F,30.193871,(30.193871-97.745363),4601 E STASSNEY LN,-97.745363,Theft: BOV,2014-06-04 00:00:00,20141550250.0,3114140.0,10043680.0,2014.0,78744.0
1401 BRIARCLIFF BLVD,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.316636 -97.697868),21.04,2014-07-30 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,I,30.316636,(30.316636-97.697868),1401 BRIARCLIFF BLVD,-97.697868,Burglary / ,,,,,,
Breaking & Entering,2014-07-23 00:00:00,20142041050,3128039,10088665.0,2014,78723,,,,,,,,,,,
1144 AIRPORT BLVD Austin TX 78702,8.01,2015-11-20 00:00:00,Not cleared,3.0,BURGLARY NON RESIDENCE,C,,,1144 AIRPORT BLVD,,Burglary,2015-06-30 00:00:00,20151810548.0,3128399.0,10072590.0,2015.0,78702.0
1500 SCENIC DR,,,,,,,,,,,,,,,,,
Austin TX 78703,,,,,,,,,,,,,,,,,
(30.29655 -97.783793),16.02,2014-04-21 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,B,30.29655,(30.29655-97.783793),1500 SCENIC DR,-97.783793,Theft: BOV,2014-04-13 00:00:00,20141031217.0,3101059.0,10080840.0,2014.0,78703.0
7001 WHISPERING OAKS DR,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.203993 -97.811388),17.28,2014-09-23 00:00:00,Not cleared,5.0,BURGLARY OF RESIDENCE,F,30.203993,(30.203993-97.811388),7001 WHISPERING OAKS DR,-97.811388,Burglary / ,,,,,,
Breaking & Entering,2014-09-17 00:00:00,20142601097,3093164,10046901.0,2014,78745,,,,,,,,,,,
1100 CUMBERLAND RD,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.241025 -97.768888),13.07,2014-09-04 00:00:00,Not cleared,3.0,THEFT,D,30.241025,(30.241025-97.768888),1100 CUMBERLAND RD,-97.768888,Theft: All Other Larceny,2014-09-03 00:00:00,20145039202.0,3106371.0,10060871.0,2014.0,78704.0
5621 N IH 35 SVRD NB,,,,,,,,,,,,,,,,,
Austin TX 78723,21.05,2014-05-03 00:00:00,Cleared by Arrest,4.0,THEFT,I,,,5621 N IH 35 SVRD NB,,Theft: All Other Larceny,2014-04-05 00:00:00,2014951554.0,3125468.0,10088596.0,2014.0,78723.0
9705 BURNET RD,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.38079 -97.724697),18.489999999999998,2014-05-13 00:00:00,Not cleared,7.0,THEFT,A,30.38079,(30.38079-97.724697),9705 BURNET RD,-97.724697,Theft: All Other Larceny,2014-02-12 00:00:00,20145006657.0,3119358.0,10111827.0,2014.0,78758.0
1600 WICKERSHAM LN,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.235898 -97.718485),23.18,2014-12-12 00:00:00,Not cleared,3.0,AGG ROBBERY/DEADLY WEAPON,H,30.235898,(30.235898-97.718485),1600 WICKERSHAM LN,-97.718485,Robbery,2014-10-13 00:00:00,20142861851.0,3122230.0,10059265.0,2014.0,78741.0
2943 E 12TH ST Austin TX 78702,8.02,2015-08-25 00:00:00,Cleared by Arrest,1.0,AGG ASSAULT,C,,,2943 E 12TH ST,,Agg Assault,2015-08-13 00:00:00,20152251367.0,3126435.0,10073947.0,2015.0,78702.0
20 N IH 35 SVRD SB Austin TX 78701,11,2015-05-20 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,G,,,20 N IH 35 SVRD SB,,Theft,2015-05-19 00:00:00,20155021394.0,3116222.0,10065572.0,2015.0,78701.0
8225 N FM 620 RD Austin TX 78726,17.14,2015-12-08 00:00:00,Not cleared,6.0,THEFT,A,,,8225 N FM 620 RD,,Theft,2015-06-05 00:00:00,20155024250.0,3081086.0,10125283.0,2015.0,78726.0
11718 METRIC BLVD,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.398019 -97.70469),18.489999999999998,2014-01-13 00:00:00,Not cleared,7.0,THEFT,A,30.398019,(30.398019-97.70469),11718 METRIC BLVD,-97.70469,Theft: All Other Larceny,2014-01-01 00:00:00,20145000028.0,3124818.0,10118310.0,2014.0,78758.0
1000 E 41ST ST,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.298356 -97.719647),3.02,,,9.0,THEFT BY SHOPLIFTING,B,30.298356,(30.298356-97.719647),1000 E 41ST ST,-97.719647,Theft: Shoplifting,2014-04-16 00:00:00,20141061198.0,3121345.0,10082705.0,2014.0,78751.0
1713 E RIVERSIDE DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.244122 -97.73004),14.03,2014-09-16 00:00:00,Not cleared,9.0,THEFT,H,30.244122,(30.244122-97.73004),1713 E RIVERSIDE DR,-97.73004,Theft: All Other Larceny,2014-09-05 00:00:00,20145039572.0,3118464.0,10062208.0,2014.0,78741.0
2222 E OLTORF ST Austin TX 78741,23.15,2015-08-25 00:00:00,Not cleared,3.0,THEFT,H,,,2222 E OLTORF ST,,Theft,2015-07-28 00:00:00,20155033098.0,3118305.0,10057063.0,2015.0,78741.0
2400 S CONGRESS AVE Austin TX 78704,13.08,2015-10-29 00:00:00,Cleared by Arrest,3.0,THEFT BY SHOPLIFTING,D,,,2400 S CONGRESS AVE,,Theft,2015-10-27 00:00:00,20153001714.0,3110845.0,10059841.0,2015.0,78704.0
3900 BLOCK S MOPAC EXPY SVRD SB Austin TX 78746,19.170000000000002,2015-06-16 00:00:00,Not cleared,8.0,BURGLARY OF VEHICLE,D,,,3900 BLOCK S MOPAC EXPY SVRD SB,,Theft,2015-06-11 00:00:00,20151621627.0,3093618.0,10061768.0,2015.0,78746.0
6309 BURNS ST,,,,,,,,,,,,,,,,,
Austin TX 78752,,,,,,,,,,,,,,,,,
(30.330891 -97.721442),15.03,2015-05-13 00:00:00,Not cleared,4.0,BURGLARY NON RESIDENCE,I,30.330891,(30.330891-97.721442),6309 BURNS ST,-97.721442,Burglary / ,,,,,,
Breaking & Entering,2014-12-19 00:00:00,20143530432,3120652,10093724.0,2014,78752,,,,,,,,,,,
2201 BARTON SPRINGS RD Austin TX 78704,19.010000000000002,2015-07-22 00:00:00,Not cleared,5.0,THEFT,D,,,2201 BARTON SPRINGS RD,,Theft,2015-07-21 00:00:00,20155031840.0,3105989.0,10069770.0,2015.0,78704.0
2000 BLOCK S 6TH ST,,,,,,,,,,,,,,,,,
Austin TX 78704,13.05,2014-03-26 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,D,,,2000 BLOCK S 6TH ST,,Theft: BOV,2014-03-24 00:00:00,20145013046.0,3107795.0,10063124.0,2014.0,78704.0
5310 DUVAL RD Austin TX 78727,17.45,2015-04-24 00:00:00,Not cleared,6.0,THEFT,A,,,5310 DUVAL RD,,Theft,2015-04-23 00:00:00,20151130910.0,3112636.0,10125615.0,2015.0,78727.0
11913 HARDWOOD TRL,,,,,,,,,,,,,,,,,
Austin TX 78750,,,,,,,,,,,,,,,,,
(30.456385 -97.81604),204.04,2014-08-11 00:00:00,Not cleared,6.0,THEFT,A,30.456385,(30.456385-97.81604),11913 HARDWOOD TRL,-97.81604,Theft: All Other Larceny,2014-06-24 00:00:00,20145028020.0,3089733.0,10138713.0,2014.0,78750.0
500 E CESAR CHAVEZ ST Austin TX 78701,11,2016-01-04 00:00:00,Not cleared,9.0,THEFT,G,,,500 E CESAR CHAVEZ ST,,Theft,2015-11-17 00:00:00,20158004294.0,3115353.0,10068645.0,2015.0,78701.0
2901 S CAPITAL OF TEXAS HWY NB Austin TX 78746,19.100000000000001,2015-10-19 00:00:00,Not cleared,8.0,THEFT FROM BUILDING,D,,,2901 S CAPITAL OF TEXAS HWY NB,,Theft,2015-10-15 00:00:00,20158003646.0,3094135.0,10066586.0,2015.0,78746.0
10000 N LAMAR BLVD,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.369252 -97.693535),18.22,2014-06-18 00:00:00,Cleared by Arrest,4.0,AGG ASLT ENHANC STRANGL/SUFFOC,E,30.369252,(30.369252-97.693535),10000 N LAMAR BLVD,-97.693535,Aggravated Assault,2014-06-15 00:00:00,20141660405.0,3128495.0,10107901.0,2014.0,78758.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,,,4.0,THEFT BY SHOPLIFTING,I,,,1030 NORWOOD PARK BLVD,,Theft,2015-10-30 00:00:00,20153030442.0,3129997.0,10096983.0,2015.0,78753.0
3108 RIVERCREST DR Austin TX 78746,19.12,2016-01-11 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,B,,,3108 RIVERCREST DR,,Theft,2015-12-21 00:00:00,20155055639.0,3089767.0,10094508.0,2015.0,78746.0
N LAMAR BLVD / W BRAKER LN,,,,,,,,,,,,,,,,,
Austin TX 78758,18.45,2014-12-09 00:00:00,Not cleared,4.0,THEFT FROM PERSON,E,,,N LAMAR BLVD / W BRAKER LN,,Theft: Pocket Picking,2014-08-02 00:00:00,20145033952.0,3131136.0,10112574.0,2014.0,78758.0
13309 N IH 35 SVRD NB,,,,,,,,,,,,,,,,,
Austin TX 78753,18.39,2014-10-20 00:00:00,Not cleared,7.0,THEFT BY SHOPLIFTING,E,,,13309 N IH 35 SVRD NB,,Theft: Shoplifting,2014-10-09 00:00:00,20142820291.0,3135406.0,10125988.0,2014.0,78753.0
8238 RESEARCH BLVD SVRD SB Austin TX 78757,18.18,2015-01-12 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,I,,,8238 RESEARCH BLVD SVRD SB,,Burglary,2015-01-08 00:00:00,201581148.0,3122179.0,10102648.0,2015.0,78757.0
5203 AVENUE F,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.316829 -97.721742),3.05,2014-11-12 00:00:00,Cleared by Arrest,9.0,BURGLARY OF RESIDENCE,I,30.316829,(30.316829-97.721742),5203 AVENUE F,-97.721742,Burglary / ,,,,,,
Breaking & Entering,2014-11-04 00:00:00,20143080849,3120616,10088608.0,2014,78751,,,,,,,,,,,
9420 N IH 35 SVRD SB Austin TX 78753,18.23,2015-09-14 00:00:00,Not cleared,4.0,ROBBERY BY THREAT,E,,,9420 N IH 35 SVRD SB,,Robbery,2015-09-04 00:00:00,20152470550.0,3130705.0,10104509.0,2015.0,78753.0
5104 DELORES AVE,,,,,,,,,,,,,,,,,
Austin TX 78721,,,,,,,,,,,,,,,,,
(30.274273 -97.683662),21.1,2014-08-19 00:00:00,Not cleared,1.0,THEFT OF BICYCLE,C,30.274273,(30.274273-97.683662),5104 DELORES AVE,-97.683662,Theft: All Other Larceny,2014-08-18 00:00:00,20145036568.0,3132985.0,10073508.0,2014.0,78721.0
2200 PEARL ST Austin TX 78705,6.04,2015-03-05 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,,,2200 PEARL ST,,Theft,2015-03-03 00:00:00,20155009004.0,3112931.0,10077111.0,2015.0,78705.0
7401 E RIVERSIDE DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.219933 -97.693243),23.12,2014-10-07 00:00:00,Not cleared,3.0,AUTO THEFT,H,30.219933,(30.219933-97.693243),7401 E RIVERSIDE DR,-97.693243,Auto Theft,2014-10-06 00:00:00,20142790754.0,3130276.0,10053511.0,2014.0,78741.0
1900 RIO GRANDE ST Austin TX 78705,6.04,2015-04-16 00:00:00,Not cleared,9.0,THEFT,B,,,1900 RIO GRANDE ST,,Theft,2015-04-15 00:00:00,20155015853.0,3113332.0,10076198.0,2015.0,78705.0
1601 MIRIAM AVE,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.27827 -97.710872),8.029999999999999,2014-04-01 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,C,30.27827,(30.27827-97.710872),1601 MIRIAM AVE,-97.710872,Theft: BOV,2014-03-11 00:00:00,2014700409.0,3124362.0,10074693.0,2014.0,78702.0
5002 N LAMAR BLVD Austin TX 78756,2.05,2015-08-18 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,B,,,5002 N LAMAR BLVD,,Theft,2015-07-23 00:00:00,20155032226.0,3117570.0,10089150.0,2015.0,78756.0
